119	412	4	Very Brady Sequel, A (1996)
119	628	4	Sleepers (1996)
119	7	5	Twelve Monkeys (1995)
119	1016	5	Con Air (1997)
119	125	5	Phenomenon (1996)
119	276	2	Leaving Las Vegas (1995)
119	93	4	Welcome to the Dollhouse (1995)
119	121	4	Independence Day (ID4) (1996)
119	222	5	Star Trek: First Contact (1996)
119	181	4	Return of the Jedi (1983)
119	472	4	Dragonheart (1996)
119	742	5	Ransom (1996)
119	823	3	Mulholland Falls (1996)
119	829	5	Fled (1996)
119	982	4	Maximum Risk (1996)
119	287	4	Marvin's Room (1996)
119	597	4	Eraser (1996)
119	762	4	Beautiful Girls (1996)
119	117	5	Rock, The (1996)
119	924	4	White Squall (1996)
119	109	5	Mystery Science Theater 3000: The Movie (1996)
119	274	4	Sabrina (1995)
119	475	4	Trainspotting (1996)
119	826	4	Phantom, The (1996)
119	257	4	Men in Black (1997)
119	473	3	James and the Giant Peach (1996)
119	1202	4	Maybe, Maybe Not (Bewegte Mann, Der) (1994)
119	250	2	Fifth Element, The (1997)
119	405	4	Mission: Impossible (1996)
119	827	3	Daylight (1996)
119	105	2	Sgt. Bilko (1996)
119	255	3	My Best Friend's Wedding (1997)
119	546	4	Broken Arrow (1996)
119	717	3	Juror, The (1996)
119	930	3	Chain Reaction (1996)
119	1034	3	Quest, The (1996)
119	831	2	Escape from L.A. (1996)
640	790	4	Tommy Boy (1995)
640	11	4	Seven (Se7en) (1995)
640	12	5	Usual Suspects, The (1995)
640	496	4	It's a Wonderful Life (1946)
640	180	5	Apocalypse Now (1979)
640	382	4	Adventures of Priscilla, Queen of the Desert, The (1994)
640	56	5	Pulp Fiction (1994)
640	170	5	Cinema Paradiso (1988)
640	134	5	Citizen Kane (1941)
640	474	4	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
640	770	4	Devil in a Blue Dress (1995)
640	64	5	Shawshank Redemption, The (1994)
640	175	5	Brazil (1985)
640	47	4	Ed Wood (1994)
640	81	5	Hudsucker Proxy, The (1994)
640	55	5	Professional, The (1994)
640	461	4	Smoke (1995)
640	169	5	Wrong Trousers, The (1993)
640	182	5	GoodFellas (1990)
640	318	5	Schindler's List (1993)
640	204	5	Back to the Future (1985)
640	91	4	Nightmare Before Christmas, The (1993)
640	4	4	Get Shorty (1995)
640	70	4	Four Weddings and a Funeral (1994)
640	85	5	Ref, The (1994)
640	941	5	With Honors (1994)
640	580	5	Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)
640	209	5	This Is Spinal Tap (1984)
640	189	5	Grand Day Out, A (1992)
640	693	5	Casino (1995)
640	201	4	Evil Dead II (1987)
640	663	5	Being There (1979)
640	96	5	Terminator 2: Judgment Day (1991)
640	214	5	Pink Floyd - The Wall (1982)
640	239	5	Sneakers (1992)
640	357	5	One Flew Over the Cuckoo's Nest (1975)
640	53	4	Natural Born Killers (1994)
640	1073	5	Shallow Grave (1994)
640	428	5	Harold and Maude (1971)
640	42	5	Clerks (1994)
640	66	4	While You Were Sleeping (1995)
640	202	5	Groundhog Day (1993)
640	231	5	Batman Returns (1992)
640	161	4	Top Gun (1986)
640	22	4	Braveheart (1995)
640	233	4	Under Siege (1992)
640	540	3	Money Train (1995)
640	68	4	Crow, The (1994)
640	195	4	Terminator, The (1984)
640	79	5	Fugitive, The (1993)
640	92	4	True Romance (1993)
640	2	4	GoldenEye (1995)
640	684	4	In the Line of Fire (1993)
640	226	5	Die Hard 2 (1990)
640	385	5	True Lies (1994)
640	566	4	Clear and Present Danger (1994)
640	568	4	Speed (1994)
640	38	4	Net, The (1995)
640	578	3	Demolition Man (1993)
640	62	3	Stargate (1994)
640	720	3	First Knight (1995)
640	761	5	Nick of Time (1995)
640	33	3	Desperado (1995)
640	550	4	Die Hard: With a Vengeance (1995)
640	373	3	Judge Dredd (1995)
640	391	3	Last Action Hero (1993)
640	802	3	Hard Target (1993)
119	252	3	Lost World: Jurassic Park, The (1997)
119	825	3	Arrival, The (1996)
594	292	3	Rosewood (1997)
594	319	3	Everyone Says I Love You (1996)
594	245	3	Devil's Own, The (1997)
594	988	2	Beautician and the Beast, The (1997)
119	977	3	Substitute, The (1996)
119	1259	3	Pie in the Sky (1995)
594	100	4	Fargo (1996)
594	19	3	Antonia's Line (1995)
119	1244	3	Metro (1997)
119	254	2	Batman & Robin (1997)
594	515	5	Boot, Das (1981)
119	595	3	Fan, The (1996)
119	986	3	Turbulence (1997)
594	127	4	Godfather, The (1972)
594	181	3	Return of the Jedi (1983)
594	126	3	Spitfire Grill, The (1996)
594	14	4	Postino, Il (1994)
119	11	5	Seven (Se7en) (1995)
119	1153	5	Backbeat (1993)
119	1261	4	Run of the Country, The (1995)
119	492	5	East of Eden (1955)
119	56	4	Pulp Fiction (1994)
594	221	4	Breaking the Waves (1996)
119	194	5	Sting, The (1973)
119	213	5	Room with a View, A (1986)
119	96	5	Terminator 2: Judgment Day (1991)
119	174	4	Raiders of the Lost Ark (1981)
119	182	4	GoodFellas (1990)
119	168	5	Monty Python and the Holy Grail (1974)
119	82	2	Jurassic Park (1993)
119	89	4	Blade Runner (1982)
119	210	5	Indiana Jones and the Last Crusade (1989)
119	511	5	Lawrence of Arabia (1962)
119	64	4	Shawshank Redemption, The (1994)
119	1260	5	Total Eclipse (1995)
119	486	4	Sabrina (1954)
119	655	5	Stand by Me (1986)
119	22	4	Braveheart (1995)
119	188	4	Full Metal Jacket (1987)
119	382	5	Adventures of Priscilla, Queen of the Desert, The (1994)
119	1101	5	Six Degrees of Separation (1993)
119	31	5	Crimson Tide (1995)
119	70	3	Four Weddings and a Funeral (1994)
119	87	5	Searching for Bobby Fischer (1993)
119	193	4	Right Stuff, The (1983)
119	12	3	Usual Suspects, The (1995)
119	568	4	Speed (1994)
119	124	4	Lone Star (1996)
119	199	5	Bridge on the River Kwai, The (1957)
119	385	5	True Lies (1994)
119	154	5	Monty Python's Life of Brian (1979)
119	28	5	Apollo 13 (1995)
119	697	5	Basketball Diaries, The (1995)
119	86	4	Remains of the Day, The (1993)
119	23	3	Taxi Driver (1976)
119	658	5	Pump Up the Volume (1990)
119	449	5	Star Trek: The Motion Picture (1979)
119	716	5	Home for the Holidays (1995)
119	172	4	Empire Strikes Back, The (1980)
119	132	5	Wizard of Oz, The (1939)
594	50	3	Star Wars (1977)
594	15	4	Mr. Holland's Opus (1995)
594	222	4	Star Trek: First Contact (1996)
594	744	3	Michael Collins (1996)
594	276	3	Leaving Las Vegas (1995)
594	237	3	Jerry Maguire (1996)
23	323	2	Dante's Peak (1997)
23	181	4	Return of the Jedi (1983)
23	713	4	Othello (1995)
23	250	4	Fifth Element, The (1997)
23	7	4	Twelve Monkeys (1995)
23	124	5	Lone Star (1996)
23	14	4	Postino, Il (1994)
23	50	4	Star Wars (1977)
23	919	5	City of Lost Children, The (1995)
23	109	3	Mystery Science Theater 3000: The Movie (1996)
23	116	5	Cold Comfort Farm (1995)
23	19	4	Antonia's Line (1995)
23	13	4	Mighty Aphrodite (1995)
23	408	5	Close Shave, A (1995)
23	100	5	Fargo (1996)
23	283	4	Emma (1996)
23	1	5	Toy Story (1995)
23	224	5	Ridicule (1996)
23	405	4	Mission: Impossible (1996)
23	151	3	Willy Wonka and the Chocolate Factory (1971)
23	546	3	Broken Arrow (1996)
23	235	1	Mars Attacks! (1996)
23	472	2	Dragonheart (1996)
23	597	3	Eraser (1996)
23	202	3	Groundhog Day (1993)
23	961	5	Orlando (1993)
23	518	5	Miller's Crossing (1990)
23	357	3	One Flew Over the Cuckoo's Nest (1975)
23	433	5	Heathers (1989)
23	56	4	Pulp Fiction (1994)
23	170	4	Cinema Paradiso (1988)
23	522	4	Down by Law (1986)
23	603	4	Rear Window (1954)
23	275	5	Sense and Sensibility (1995)
23	8	4	Babe (1995)
23	175	5	Brazil (1985)
23	238	5	Raising Arizona (1987)
23	414	3	My Favorite Year (1982)
23	59	4	Three Colors: Red (1994)
23	705	4	Singin' in the Rain (1952)
23	96	4	Terminator 2: Judgment Day (1991)
23	154	3	Monty Python's Life of Brian (1979)
23	228	4	Star Trek: The Wrath of Khan (1982)
23	89	5	Blade Runner (1982)
23	234	2	Jaws (1975)
23	504	4	Bonnie and Clyde (1967)
23	55	4	Professional, The (1994)
23	174	4	Raiders of the Lost Ark (1981)
23	213	3	Room with a View, A (1986)
23	214	3	Pink Floyd - The Wall (1982)
23	183	3	Alien (1979)
23	479	5	Vertigo (1958)
23	132	4	Wizard of Oz, The (1939)
23	185	4	Psycho (1960)
23	1006	3	Until the End of the World (Bis ans Ende der Welt) (1991)
23	171	5	Delicatessen (1991)
23	230	4	Star Trek IV: The Voyage Home (1986)
23	32	3	Crumb (1994)
23	176	3	Aliens (1986)
23	209	5	This Is Spinal Tap (1984)
23	463	4	Secret of Roan Inish, The (1994)
23	512	5	Wings of Desire (1987)
23	642	3	Grifters, The (1990)
23	172	4	Empire Strikes Back, The (1980)
23	710	4	Better Off Dead... (1985)
23	144	3	Die Hard (1988)
23	527	4	Gandhi (1982)
23	652	4	Rosencrantz and Guildenstern Are Dead (1990)
23	83	4	Much Ado About Nothing (1993)
23	102	3	Aristocats, The (1970)
23	367	4	Clueless (1995)
23	79	4	Fugitive, The (1993)
23	189	5	Grand Day Out, A (1992)
23	194	4	Sting, The (1973)
23	98	5	Silence of the Lambs, The (1991)
23	418	4	Cinderella (1950)
23	143	3	Sound of Music, The (1965)
23	134	4	Citizen Kane (1941)
23	387	3	Age of Innocence, The (1993)
23	629	4	Victor/Victoria (1982)
23	99	4	Snow White and the Seven Dwarfs (1937)
23	204	3	Back to the Future (1985)
23	133	4	Gone with the Wind (1939)
23	95	4	Aladdin (1992)
23	145	3	Lawnmower Man, The (1992)
276	258	5	Contact (1997)
276	300	4	Air Force One (1997)
276	294	4	Liar Liar (1997)
276	328	4	Conspiracy Theory (1997)
276	288	4	Scream (1996)
276	322	3	Murder at 1600 (1997)
276	323	3	Dante's Peak (1997)
276	324	4	Lost Highway (1997)
276	325	3	Crash (1996)
276	358	3	Spawn (1997)
276	678	3	Volcano (1997)
23	153	4	Fish Called Wanda, A (1988)
276	260	3	Event Horizon (1997)
913	4	4	Get Shorty (1995)
23	385	4	True Lies (1994)
276	298	5	Face/Off (1997)
276	408	5	Close Shave, A (1995)
276	508	5	People vs. Larry Flynt, The (1996)
276	919	4	City of Lost Children, The (1995)
23	423	3	E.T. the Extra-Terrestrial (1982)
276	181	5	Return of the Jedi (1983)
23	211	4	M*A*S*H (1970)
23	70	2	Four Weddings and a Funeral (1994)
276	273	4	Heat (1995)
276	7	5	Twelve Monkeys (1995)
276	628	4	Sleepers (1996)
276	117	4	Rock, The (1996)
276	127	5	Godfather, The (1972)
276	1	5	Toy Story (1995)
276	151	5	Willy Wonka and the Chocolate Factory (1971)
276	546	3	Broken Arrow (1996)
276	100	5	Fargo (1996)
276	276	4	Leaving Las Vegas (1995)
276	284	4	Tin Cup (1996)
276	547	4	Young Poisoner's Handbook, The (1995)
276	249	4	Austin Powers: International Man of Mystery (1997)
276	591	3	Primal Fear (1996)
276	696	2	City Hall (1996)
276	123	4	Frighteners, The (1996)
276	257	4	Men in Black (1997)
276	471	4	Courage Under Fire (1996)
594	357	4	One Flew Over the Cuckoo's Nest (1975)
594	520	4	Great Escape, The (1963)
276	109	4	Mystery Science Theater 3000: The Movie (1996)
276	147	4	Long Kiss Goodnight, The (1996)
276	246	4	Chasing Amy (1997)
276	25	4	Birdcage, The (1996)
276	293	4	Donnie Brasco (1997)
276	410	4	Kingpin (1996)
594	483	3	Casablanca (1942)
276	1016	3	Con Air (1997)
276	240	4	Beavis and Butt-head Do America (1996)
276	455	4	Jackie Chan's First Strike (1996)
276	235	4	Mars Attacks! (1996)
23	203	4	Unforgiven (1992)
276	237	5	Jerry Maguire (1996)
276	475	5	Trainspotting (1996)
276	742	4	Ransom (1996)
23	421	5	William Shakespeare's Romeo and Juliet (1996)
23	511	5	Lawrence of Arabia (1962)
276	1010	3	Basquiat (1996)
276	250	4	Fifth Element, The (1997)
276	685	4	Executive Decision (1996)
23	28	3	Apollo 13 (1995)
276	411	4	Nutty Professor, The (1996)
276	823	3	Mulholland Falls (1996)
276	845	4	That Thing You Do! (1996)
276	406	2	Thinner (1996)
276	473	4	James and the Giant Peach (1996)
276	225	3	101 Dalmatians (1996)
276	290	4	Fierce Creatures (1997)
276	458	4	Nixon (1995)
276	1129	4	Chungking Express (1994)
276	125	4	Phenomenon (1996)
23	62	3	Stargate (1994)
276	121	4	Independence Day (ID4) (1996)
276	840	3	Last Man Standing (1996)
23	747	3	Benny & Joon (1993)
276	108	3	Kids in the Hall: Brain Candy (1996)
276	148	3	Ghost and the Darkness, The (1996)
276	150	4	Swingers (1996)
276	3	3	Four Rooms (1995)
23	196	2	Dead Poets Society (1989)
276	974	2	Eye for an Eye (1996)
23	162	3	On Golden Pond (1981)
276	118	3	Twister (1996)
23	528	4	Killing Fields, The (1984)
23	195	4	Terminator, The (1984)
276	252	3	Lost World: Jurassic Park, The (1997)
276	825	3	Arrival, The (1996)
23	73	3	Maverick (1994)
23	161	2	Top Gun (1986)
276	1028	3	Grumpier Old Men (1995)
276	405	3	Mission: Impossible (1996)
23	155	3	Dirty Dancing (1987)
276	281	3	River Wild, The (1994)
276	993	3	Hercules (1997)
23	449	2	Star Trek: The Motion Picture (1979)
276	977	2	Substitute, The (1996)
276	1245	3	Gridlock'd (1997)
276	472	3	Dragonheart (1996)
23	215	2	Field of Dreams (1989)
23	526	3	Ben-Hur (1959)
23	217	2	Bram Stoker's Dracula (1992)
276	1013	3	Anaconda (1997)
276	122	3	Cable Guy, The (1996)
276	597	3	Eraser (1996)
23	229	3	Star Trek III: The Search for Spock (1984)
276	120	2	Striptease (1996)
276	930	2	Chain Reaction (1996)
276	21	3	Muppet Treasure Island (1996)
276	595	2	Fan, The (1996)
23	216	4	When Harry Met Sally... (1989)
23	419	3	Mary Poppins (1964)
276	763	3	Happy Gilmore (1996)
276	456	2	Beverly Hills Ninja (1997)
23	451	2	Grease (1978)
23	856	4	Night on Earth (1991)
276	1079	2	Joe's Apartment (1996)
23	516	4	Local Hero (1983)
23	655	3	Stand by Me (1986)
23	381	4	Muriel's Wedding (1994)
276	1006	3	Until the End of the World (Bis ans Ende der Welt) (1991)
276	180	5	Apocalypse Now (1979)
276	192	5	Raging Bull (1980)
276	214	5	Pink Floyd - The Wall (1982)
23	90	2	So I Married an Axe Murderer (1993)
276	175	5	Brazil (1985)
532	761	4	Nick of Time (1995)
276	12	5	Usual Suspects, The (1995)
276	27	3	Bad Boys (1995)
276	47	4	Ed Wood (1994)
276	582	3	Piano, The (1993)
23	88	3	Sleepless in Seattle (1993)
276	135	5	2001: A Space Odyssey (1968)
276	160	4	Glengarry Glen Ross (1992)
276	28	4	Apollo 13 (1995)
276	469	4	Short Cuts (1993)
276	64	5	Shawshank Redemption, The (1994)
23	82	3	Jurassic Park (1993)
276	23	5	Taxi Driver (1976)
276	65	4	What's Eating Gilbert Grape (1993)
276	806	4	Menace II Society (1993)
276	22	5	Braveheart (1995)
276	318	5	Schindler's List (1993)
276	523	4	Cool Hand Luke (1967)
276	11	5	Seven (Se7en) (1995)
276	357	5	One Flew Over the Cuckoo's Nest (1975)
276	387	3	Age of Innocence, The (1993)
276	461	4	Smoke (1995)
276	558	4	Heavenly Creatures (1994)
276	57	3	Priest (1994)
276	182	5	GoodFellas (1990)
276	197	5	Graduate, The (1967)
276	97	3	Dances with Wolves (1990)
23	173	5	Princess Bride, The (1987)
23	1005	3	Double vie de Vï¿½ronique, La (Double Life of Veronique, The) (1991)
23	227	3	Star Trek VI: The Undiscovered Country (1991)
23	380	5	Star Trek: Generations (1994)
23	404	4	Pinocchio (1940)
23	739	2	Pretty Woman (1990)
23	662	3	Somewhere in Time (1980)
23	219	1	Nightmare on Elm Street, A (1984)
23	549	3	Rob Roy (1995)
23	1004	3	Geronimo: An American Legend (1993)
23	780	1	Dumb & Dumber (1994)
23	679	3	Conan the Barbarian (1981)
532	227	4	Star Trek VI: The Undiscovered Country (1991)
532	143	4	Sound of Music, The (1965)
851	748	3	Saint, The (1997)
532	1221	5	When a Man Loves a Woman (1994)
23	386	4	Addams Family Values (1993)
851	1047	3	Multiplicity (1996)
851	1009	2	Stealing Beauty (1996)
851	924	4	White Squall (1996)
532	1199	3	Cemetery Man (Dellamorte Dellamore) (1994)
23	427	5	To Kill a Mockingbird (1962)
23	530	4	Man Who Would Be King, The (1975)
23	71	3	Lion King, The (1994)
532	38	3	Net, The (1995)
532	451	4	Grease (1978)
532	795	2	Richie Rich (1994)
532	105	3	Sgt. Bilko (1996)
532	1228	3	Under Siege 2: Dark Territory (1995)
532	1207	2	Jade (1995)
532	1046	4	Malice (1993)
532	831	2	Escape from L.A. (1996)
276	1141	3	War Room, The (1993)
276	157	5	Platoon (1986)
276	223	5	Sling Blade (1996)
276	531	4	Shine (1996)
532	554	4	Waterworld (1995)
276	70	4	Four Weddings and a Funeral (1994)
276	772	4	Kids (1995)
276	470	3	Tombstone (1993)
276	939	3	Murder in the First (1995)
276	1194	3	Once Were Warriors (1994)
276	647	4	Ran (1985)
276	693	4	Casino (1995)
276	732	4	Dave (1993)
276	423	5	E.T. the Extra-Terrestrial (1982)
532	1337	3	Larger Than Life (1996)
276	193	4	Right Stuff, The (1983)
276	429	5	Day the Earth Stood Still, The (1951)
276	39	3	Strange Days (1995)
276	392	3	Man Without a Face, The (1993)
276	69	4	Forrest Gump (1994)
532	1188	4	Young Guns II (1990)
276	51	3	Legends of the Fall (1994)
276	54	3	Outbreak (1995)
276	1220	4	Higher Learning (1995)
276	356	3	Client, The (1994)
276	425	4	Bob Roberts (1992)
276	81	4	Hudsucker Proxy, The (1994)
276	86	3	Remains of the Day, The (1993)
276	1267	4	Clockers (1995)
276	179	5	Clockwork Orange, A (1971)
276	187	5	Godfather: Part II, The (1974)
276	526	4	Ben-Hur (1959)
276	215	4	Field of Dreams (1989)
276	46	3	Exotica (1994)
276	291	3	Absolute Power (1997)
276	569	4	Wolf (1994)
276	58	4	Quiz Show (1994)
532	771	3	Johnny Mnemonic (1995)
276	239	4	Sneakers (1992)
276	549	3	Rob Roy (1995)
276	658	4	Pump Up the Volume (1990)
276	715	3	To Die For (1995)
276	735	4	Philadelphia (1993)
276	382	4	Adventures of Priscilla, Queen of the Desert, The (1994)
276	317	4	In the Name of the Father (1993)
276	655	4	Stand by Me (1986)
276	697	2	Basketball Diaries, The (1995)
276	365	3	Powder (1995)
276	375	1	Showgirls (1995)
276	1482	4	Gate of Heavenly Peace, The (1995)
276	380	3	Star Trek: Generations (1994)
276	43	1	Disclosure (1994)
276	1213	1	Guilty as Sin (1993)
276	402	3	Ghost (1990)
532	1428	4	SubUrbia (1997)
276	583	3	Romeo Is Bleeding (1993)
276	720	2	First Knight (1995)
276	803	2	Heaven & Earth (1993)
276	1232	3	Madonna: Truth or Dare (1991)
276	76	4	Carlito's Way (1993)
532	1426	3	Grace of My Heart (1996)
276	1135	4	Doors, The (1991)
276	168	5	Monty Python and the Holy Grail (1974)
276	42	4	Clerks (1994)
276	4	4	Get Shorty (1995)
276	56	5	Pulp Fiction (1994)
276	789	3	Swimming with Sharks (1995)
276	8	4	Babe (1995)
276	153	4	Fish Called Wanda, A (1988)
276	204	5	Back to the Future (1985)
276	209	4	This Is Spinal Tap (1984)
276	367	3	Clueless (1995)
532	721	4	Mallrats (1995)
276	786	3	Perez Family, The (1995)
276	959	4	Dazed and Confused (1993)
276	154	4	Monty Python's Life of Brian (1979)
532	734	3	Made in America (1993)
532	929	3	Harriet the Spy (1996)
276	564	3	Tales from the Hood (1995)
276	73	3	Maverick (1994)
276	746	4	Real Genius (1985)
276	854	4	Bad Taste (1987)
276	1118	4	Up in Smoke (1978)
532	592	3	True Crime (1995)
276	428	4	Harold and Maude (1971)
276	202	4	Groundhog Day (1993)
276	40	3	To Wong Foo, Thanks for Everything! Julie Newmar (1995)
276	721	3	Mallrats (1995)
276	85	3	Ref, The (1994)
276	1140	2	Road to Wellville, The (1994)
276	17	4	From Dusk Till Dawn (1996)
276	158	3	Weekend at Bernie's (1989)
276	796	1	Speechless (1994)
276	274	3	Sabrina (1995)
276	433	4	Heathers (1989)
276	692	4	American President, The (1995)
276	72	4	Mask, The (1994)
276	88	3	Sleepless in Seattle (1993)
532	364	3	Ace Ventura: When Nature Calls (1995)
532	545	2	Vampire in Brooklyn (1995)
276	173	5	Princess Bride, The (1987)
276	66	3	While You Were Sleeping (1995)
276	67	3	Ace Ventura: Pet Detective (1994)
276	186	5	Blues Brothers, The (1980)
276	33	4	Desperado (1995)
276	709	4	Strictly Ballroom (1992)
532	411	3	Nutty Professor, The (1996)
276	1218	4	Friday (1995)
276	210	4	Indiana Jones and the Last Crusade (1989)
276	232	3	Young Guns (1988)
276	388	2	Beverly Hills Cop III (1994)
276	393	4	Mrs. Doubtfire (1993)
276	401	3	Brady Bunch Movie, The (1995)
276	396	4	Serial Mom (1994)
276	571	2	Another Stakeout (1993)
532	369	3	Black Sheep (1996)
276	780	3	Dumb & Dumber (1994)
276	783	1	Milk Money (1994)
276	63	3	Santa Clause, The (1994)
276	384	3	Naked Gun 33 1/3: The Final Insult (1994)
821	294	4	Liar Liar (1997)
276	451	3	Grease (1978)
532	139	5	Love Bug, The (1969)
276	80	3	Hot Shots! Part Deux (1993)
276	41	3	Billy Madison (1995)
276	728	2	Junior (1994)
821	100	2	Fargo (1996)
821	1084	5	Anne Frank Remembered (1995)
276	407	2	Spy Hard (1996)
276	409	3	Jack (1996)
276	575	2	City Slickers II: The Legend of Curly's Gold (1994)
276	174	5	Raiders of the Lost Ark (1981)
276	24	4	Rumble in the Bronx (1995)
276	55	4	Professional, The (1994)
276	89	5	Blade Runner (1982)
821	14	4	Postino, Il (1994)
821	275	5	Sense and Sensibility (1995)
276	144	5	Die Hard (1988)
276	176	5	Aliens (1986)
276	183	5	Alien (1979)
276	241	4	Last of the Mohicans, The (1992)
276	82	4	Jurassic Park (1993)
821	476	4	First Wives Club, The (1996)
276	172	5	Empire Strikes Back, The (1980)
276	96	5	Terminator 2: Judgment Day (1991)
276	128	4	Supercop (1992)
276	233	3	Under Siege (1992)
276	2	4	GoldenEye (1995)
276	684	4	In the Line of Fire (1993)
276	79	4	Fugitive, The (1993)
821	117	3	Rock, The (1996)
276	161	3	Top Gun (1986)
